Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area3,Wilderness_Area4,Soil_Type2,Soil_Type4,Soil_Type10,Soil_Type12,Soil_Type22,Soil_Type23,Soil_Type38,Soil_Type39,Euclidean_Distance_To_Hydrology,Distance_To_Hydrology_To_Roadways_Ratio,Total_Distance,Aspect_North_South,Cover_Type
1450171588395.7053,16.31021037259469,39.43277862952205,14910004292.554853,450,0,0,1,0,0,0,0,0,0,0,0,17.616195998428502,1.09478672985782,32.800125650706164,-0.6156614753256581,5
5118475424144.982,20.41458834233333,44.863933948069366,10269602087.510826,426,0,1,0,0,0,0,0,0,0,0,1,21.4334335555328,1.110017371163868,35.782439271831805,-0.8829475928589268,6
2019220279425.814,26.578294227540685,24.95905185715702,8249665170.221912,2832,1,0,0,0,0,0,0,0,0,0,0,26.885725649552146,1.7674418604651163,41.61974487570087,0.12186934340514749,1
4794358761015.141,21.521941438434276,33.891151792621905,6413792709.687169,819,0,1,0,0,0,0,0,0,0,0,1,21.9185696092015,1.2403628117913832,33.28602567002796,-0.20791169081775912,6
2537457028655.468,24.459662783405594,31.217041574089837,9495059436.192888,1852,1,0,0,0,0,0,1,0,0,0,0,24.71240703389179,1.381542699724518,38.38102440160605,0.9876883405951378,0
1426867172584.7002,0.0,23.55258081110472,10470703243.95456,1343,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,32.03488608719267,0.9902680687415704,3
1307921853212.4265,16.31021037259469,43.891128379254134,12421926038.406147,782,0,0,1,1,0,0,0,0,0,0,0,16.943918574591514,1.0732600732600732,36.823592893019416,0.03489949670250128,5
2523334570414.3193,14.133517118998896,42.034400181892835,14383837406.885178,1136,0,1,0,0,0,0,0,0,1,0,0,14.30490788435391,1.0609756097560976,37.639815042177574,-0.46947156278589075,4
966492918318.1885,15.480717019655401,21.190981693782387,2806882319.201556,371,0,0,1,0,0,1,0,0,0,0,0,16.556611182960832,1.3661016949152542,23.964967837166615,0.32556815445715676,3
2395426764593.903,0.0,42.05805883200492,10674855778.65182,1214,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,37.59039816787532,0.4539904997395468,0
2365049543599.725,0.0,41.30324541019648,6276582123.525062,655,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,34.237469902798004,0.9335804264972017,4
5094804804005.293,46.257412502930954,49.85896933329639,6141666783.295101,2092,0,1,0,0,0,0,0,0,0,1,0,47.026676333271155,1.4874439461883409,48.03438597610836,0.9063077870366499,6
1248113647551.4307,12.170948016709154,26.02764956428111,3270461864.6669583,731,0,0,1,0,0,1,0,0,0,0,0,12.290943491117764,1.141350210970464,28.738359180732225,0.8571673007021123,5
991071364773.548,17.22134424824557,24.630721194302705,11742550277.55363,272,0,0,1,0,0,0,0,0,0,0,0,19.192557625931983,1.3213429256594724,24.513478699528655,-0.9993908270190958,2
4885375790788.438,16.576335535485022,60.78277258911396,4173320259.0842633,3371,1,0,0,0,0,0,0,0,1,0,0,16.999326954364964,1.034301521438451,52.82489000643379,0.9781476007338057,6
2085806975919.4653,0.0,36.23245750447436,5378844186.765656,582,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,31.33169234081398,0.3583679495453004,0
4766173513343.692,9.547407793395507,64.60509093306196,11965710768.305006,1552,1,0,0,0,0,0,0,0,1,0,0,9.607479495082364,1.010004764173416,49.192964784496866,0.35836794954529955,6
2484795890301.3784,18.895629301537173,17.111750913568134,6009019104.793886,2310,1,0,0,0,0,0,0,0,0,0,0,19.14843656893469,1.89010989010989,37.40148120856795,0.46947156278589086,4
2590934507330.789,20.41458834233333,18.317464688862017,7918349841.690071,2115,1,0,0,0,0,0,0,0,0,0,0,21.052368198874504,1.8962264150943398,36.70489877866488,0.5877852522924731,4
4566822448015.428,18.199660851063637,50.9465559458071,14645082000.7629,2893,1,0,0,0,0,0,0,0,0,0,0,18.654734471682204,1.0638297872340425,47.98480240343878,-0.9743700647852352,6
2368410719530.345,34.0604467243856,56.141847098221184,5750417397.335984,2711,0,1,0,0,0,1,0,0,0,0,0,34.53528244075895,1.188108834397044,50.50707621787595,0.39073112848927394,0
5053575091807.536,25.763481668805323,65.70708530993659,9876423123.728462,2312,1,0,0,0,0,0,0,0,0,1,0,26.071531674209076,1.0706124314442413,52.53221005146797,0.9271838545667873,6
1433829353945.915,0.0,14.54067193435315,5141704756.036867,577,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,23.139371492113735,0.9205048534524404,5
4839709901040.069,41.76195293178134,48.59203053637117,7597482855.335496,2287,0,1,0,0,0,0,0,0,0,1,0,42.39669054648429,1.4152744630071599,47.54351247338198,0.9702957262759965,6
2334956623089.1797,0.0,43.88001770845192,10470703243.95456,484,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,34.5360684444907,0.8987940462991671,0
2801736489214.375,22.84182681776564,26.285302789368153,8082686475.834155,324,1,0,0,0,0,0,0,0,0,0,0,23.290969819761017,1.4948453608247423,26.793226863462646,-0.1908089953765448,4
864598729359.4525,9.547407793395507,27.32599471686296,2527454786.702177,543,0,0,1,0,0,1,0,0,0,0,0,10.090893710345068,1.07909604519774,27.404642335397153,0.9993908270190958,3
2422668796633.469,15.480717019655401,43.35309224946625,5878611704.151003,457,0,1,0,0,0,0,0,0,0,0,0,15.87791237393422,1.0679245283018868,34.73246381602452,0.6560590289905073,0
2587343783422.311,19.617759162749802,17.444356934652326,7918349841.690071,2073,1,0,0,0,0,0,0,0,0,0,0,20.237817383618705,1.9210526315789473,36.2915725438837,0.5299192642332049,4
5041840387754.725,20.41458834233333,44.32126982988302,3791552061.7829533,591,0,1,0,0,0,0,0,0,0,0,1,20.67532253779655,1.1132975551580202,36.39705294328431,0.882947592858927,6
1307921853212.4265,12.170948016709154,18.317464688862017,11965710768.305006,283,0,0,1,0,0,0,0,0,0,0,0,12.373489935468053,1.3160377358490565,21.277584035740958,-0.848048096156426,2
2562311106806.5586,22.287345513712676,50.08842992940845,6986146236.892291,7050,1,0,0,0,0,0,0,0,0,0,0,23.701164068789986,1.1011086474501108,58.46321749549434,0.9659258262890683,0
2446691903440.616,15.480717019655401,23.95492774084692,8419316157.732058,467,1,0,0,0,0,0,0,0,0,0,0,16.042146725985486,1.2762148337595907,25.99827869995642,-0.7193398003386513,4
1156240450288.1594,14.521752976200332,41.56910878439277,6839474801.116482,247,0,0,1,0,0,0,0,0,0,0,0,15.59211910460182,1.0661099512874044,32.431542282074524,-0.6293203910498373,2
2324988531812.715,9.547407793395507,14.167961416204989,4478768131.945189,663,1,0,0,0,0,0,0,0,0,0,0,9.916316253257214,1.35,24.535395540453873,-0.05233595624294362,4
839235993396.229,0.0,27.78291033115935,3978873950.611136,510,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,26.9138682912213,0.9659258262890683,3
1533946236707.2983,20.51813215935694,27.675091034862778,8591669878.359886,661,0,0,1,0,0,0,0,0,0,0,0,20.821017995556208,1.3510054844606947,29.752767323852808,-0.35836794954530027,2
1543742016452.7102,15.480717019655401,26.925544014223235,5259234394.433619,582,0,1,0,0,0,1,0,0,0,0,0,15.896529015004175,1.2105263157894737,28.162830319793823,0.6819983600624985,1
984002587065.2473,0.0,37.46526598981136,12421926038.406147,1358,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,36.50195827378136,0.22495105434386492,3
1136519711925.9229,19.617759162749802,24.060633829440707,7918349841.690071,390,0,0,1,0,0,1,0,0,0,0,0,20.14741221608289,1.4430379746835442,25.93906148149287,0.6946583704589966,1
5106630026236.544,22.932716810319114,54.272478209770966,10269602087.510826,2561,1,0,0,0,0,0,0,0,0,0,0,23.32928013309946,1.0882889456402773,48.448874275706764,-0.29237170472273666,6
4693462289568.725,9.547407793395507,61.3081075401133,10071519559.83183,3144,1,0,0,0,0,0,0,0,1,0,0,9.607479495082364,1.0113759479956663,52.22053497798956,0.20791169081775945,6
1229324215401.1865,7.9709018762662325,38.64182483227367,12421926038.406147,365,0,0,1,0,0,1,0,0,0,0,0,8.131522384976641,1.0248756218905473,31.226795535877322,0.22495105434386492,5
5071214798497.235,0.0,60.52100815416043,10674855778.65182,3731,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,53.330278532588316,-0.10452846326765333,6
4995101898829.567,9.547407793395507,57.61211531612495,9495059436.192888,2814,0,1,0,0,0,0,0,0,0,0,1,9.611811021982652,1.0132450331125828,49.878543901822816,0.9396926207859084,6
1995399169732.4773,0.0,49.803666447448705,11522642146.262047,2329,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,45.229470847121625,0.34202014332566816,0
2526859751062.267,20.51813215935694,49.53508282662056,6276582123.525062,7068,1,0,0,0,0,0,0,0,0,0,0,20.718452371645036,1.0874715261958998,58.297762263361385,0.8571673007021123,0
2398819635209.2817,0.0,41.70111363798931,7440893068.64847,677,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,34.559283059473195,0.984807753012208,4
2498759494576.3267,29.809467554408318,34.65530315582596,7918349841.690071,1746,1,0,0,0,0,0,1,0,0,0,0,30.179235590251167,1.4526881720430107,39.50071971343829,0.5299192642332049,0
4794358761015.141,27.693324056794843,28.187304730591677,3109781716.7484274,2081,1,0,0,0,0,0,0,0,0,0,0,30.0269478243399,1.6304728546409808,39.11436409951655,0.7771459614569706,6
4891106227322.058,21.521941438434276,43.76868347601648,6413792709.687169,553,0,1,0,0,0,0,0,0,0,0,1,21.83636827362214,1.1303011677934849,36.046741917900476,0.8090169943749475,6
2457040969999.547,18.376490649853334,49.50717552488742,4375082660.212147,7110,1,0,0,0,0,0,0,0,0,0,0,19.71691703126658,1.0697992700729928,58.297762263361385,0.992546151641322,0
5094804804005.293,25.20286578115595,66.0663267397312,9125254955.647264,1410,1,0,0,0,0,0,0,0,0,1,0,25.90379106485761,1.0665163472378805,50.201820048783496,0.7660444431189778,6
2495263196451.204,16.772796713493438,42.10531784727575,8766756979.693634,511,0,1,0,0,0,0,0,0,0,0,0,16.91314740395822,1.0856950067476383,34.53026019574029,0.5877852522924731,0
1859599671376.7383,0.0,28.62487599152612,8766756979.693634,972,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,30.96519657232691,0.8571673007021121,1
4851096811223.423,7.9709018762662325,45.962847383265256,7918349841.690071,306,0,1,0,0,0,0,0,0,0,0,0,8.017256005088917,1.016384489350082,34.80128261039133,0.9659258262890683,6
2498759494576.3267,14.521752976200332,43.08036904711744,4801337791.619227,1290,0,1,0,0,0,1,0,0,0,0,0,14.68337941515901,1.0606641123882503,38.83255853756942,0.9781476007338057,4
2210992936605.6406,29.709589088047746,56.1958945831775,6009019104.793886,2866,0,1,0,0,0,0,0,0,0,0,0,30.112375455451932,1.1400804289544235,50.5632152013923,0.27563735581699916,0
1054527264835.1635,33.51745732977228,29.7084569721661,6009019104.793886,379,0,0,1,0,0,0,0,0,0,0,0,34.47274973408286,1.8374613003095974,30.979442710544063,0.9396926207859084,2
928779413855.9633,0.0,40.40262361988054,10071519559.83183,666,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,33.8677348443728,0.8290375725550414,3
2491770497946.4697,14.133517118998896,12.71778404913032,3353186316.84855,1667,1,0,0,0,0,0,0,0,0,0,0,15.616814915560504,1.9473684210526314,32.90220302509478,0.29237170472273677,4
1457217174385.3179,24.710330421062928,37.169691093610965,5624409199.664086,1350,0,0,1,0,0,1,0,0,0,0,0,25.049709781118796,1.2575068243858052,37.78733230513189,0.9563047559630357,5
1925175301044.265,11.500786239779327,26.1686319962872,9495059436.192888,283,1,0,0,0,0,0,0,0,0,0,0,11.586831363245894,1.125,24.513478699528655,0.6293203910498375,1
1164198785125.2285,16.772796713493438,20.873243968907378,4691870775.888422,495,0,0,1,0,0,1,0,0,0,0,0,17.332171225648523,1.4456140350877194,25.404854479998217,0.9743700647852352,1
2623416189336.435,32.398368973344546,10.230950111550769,8944608317.389772,742,0,1,0,0,0,0,0,0,0,0,0,32.80513460348001,9.383333333333333,29.00621601479691,0.9135454576426009,4
5071214798497.235,7.9709018762662325,62.81911595909561,8766756979.693634,4093,1,0,0,0,0,0,0,0,0,0,1,8.03662134457879,1.0076550140341924,55.127266442410566,0.9063077870366497,6
1305750270544.6184,25.763481668805323,31.64975910127055,12421926038.406147,671,0,0,1,0,0,0,0,0,0,0,0,26.289328805515837,1.412,32.10829488899051,0.19080899537654425,2
4732512312710.958,7.9709018762662325,52.77984501345618,11742550277.55363,2793,1,0,0,0,0,0,0,0,0,0,0,8.34512705130729,1.0117141741507223,47.95686818923942,-0.9063077870366499,6
984002587065.2473,21.521941438434276,19.137312300695825,12655049963.307352,853,0,0,1,0,0,0,0,0,0,0,0,22.14622215846065,1.9059829059829059,28.9578559318028,-0.2079116908177598,2
1757575700522.0745,14.521752976200332,17.111750913568134,4478768131.945189,240,0,0,1,0,0,1,0,0,0,0,0,15.083443351000145,1.521978021978022,20.622126366863206,0.5000000000000001,1
1548657123160.547,16.772796713493438,30.979019284456392,6141666783.295101,655,0,0,1,0,0,1,0,0,0,0,0,18.026414688756983,1.1781206171107994,30.466023706118335,0.7547095802227719,5
2439810361887.0806,15.480717019655401,45.5342682724588,9876423123.728462,6710,1,0,0,0,0,0,1,0,0,0,0,15.842383544512575,1.0603351955307263,56.439001343974525,0.913545457642601,0
2722659427392.0317,21.812643396955554,44.24451596512487,7918349841.690071,1211,0,1,0,0,0,1,0,0,0,0,0,22.068958519039008,1.1305389221556887,39.509724141485314,0.7771459614569709,4
2544540017246.3555,7.9709018762662325,38.005384443054616,9125254955.647264,1897,1,0,0,0,0,0,1,0,0,0,0,8.01482602379405,1.0258843830888698,39.45112539009736,0.8910065241883679,0
2107328271967.369,7.9709018762662325,39.197929155089604,6009019104.793886,1921,0,1,0,0,0,0,0,0,0,0,0,8.294834025058462,1.0240384615384615,39.95505405995901,0.9271838545667874,4
5065329872521.993,45.52921455224582,48.639824967541976,6986146236.892291,2155,0,1,0,0,0,0,0,0,0,0,0,46.65748703565364,1.5,47.71031062883397,0.9986295347545738,6
2446691903440.616,11.500786239779327,45.702221250570695,6695210961.236464,218,0,1,0,0,0,0,0,0,0,0,0,11.661640524947233,1.0332225913621262,34.3199257951606,0.052335956242943966,0
1028796992082.5592,23.64514095508456,28.145125218487326,13374906325.77969,350,0,0,1,0,0,0,0,0,0,0,0,24.95391183934412,1.453427065026362,27.94021572780661,-0.9659258262890684,2
2681899634677.3994,17.22134424824557,43.28514723595877,7440893068.64847,1279,0,1,0,0,0,1,0,0,0,0,0,17.420527717509056,1.0845959595959596,39.0454258024486,0.981627183447664,4
1862416114423.3901,18.376490649853334,14.167961416204989,6986146236.892291,446,0,0,1,0,0,1,0,0,0,0,0,18.698131031416434,2.275,23.320773613229882,0.9902680687415703,1
2711498248516.917,33.05182832190639,14.167961416204989,7756625241.550131,780,0,1,0,0,0,0,0,0,0,0,0,33.462701806371854,5.375,29.94354203234568,0.7071067811865476,4
1495219714719.8223,22.566579636372406,25.933058823059035,13374906325.77969,658,0,0,1,0,0,0,0,0,0,0,0,23.79256348474917,1.4978723404255319,29.45835762760372,-0.052335956242944306,2
837669215697.7621,7.9709018762662325,14.54067193435315,13374906325.77969,268,0,0,1,0,0,0,0,0,0,0,0,9.40484882548191,1.236220472440945,19.15214391699418,-0.6946583704589975,2
2256085759651.549,0.0,59.68311151743701,11742550277.55363,2650,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,50.1078282398487,-0.8910065241883678,0
1568432730569.8777,7.9709018762662325,29.27389690159075,8766756979.693634,607,0,1,0,0,0,1,0,0,0,0,0,8.03662134457879,1.0480769230769231,28.648037333532226,0.7313537016191706,5
1080727763939.0768,27.32765414077913,24.399762414508466,9684280453.845184,400,0,0,1,0,0,1,0,0,0,0,0,28.238782508724647,1.857843137254902,27.775438613115508,0.2756373558169994,2
1132605451736.2302,17.22134424824557,21.533043800094365,3884334313.8892865,474,0,0,1,0,0,1,0,0,0,0,0,17.667955183356035,1.4379084967320261,25.47659124407863,0.9063077870366499,1
1636548558174.436,12.170948016709154,28.145125218487326,4075194644.5554323,607,0,1,0,0,0,1,0,0,0,0,0,12.3564300484342,1.117750439367311,28.499089603838442,0.46947156278589086,1
1001744470008.8727,0.0,37.563042108696784,10470703243.95456,474,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,31.226795535877322,-0.6018150231520484,3
1919406567774.7366,19.99418572209444,36.89929558644959,10470703243.95456,4896,1,0,0,0,0,0,0,0,0,0,0,20.17650690043614,1.1685185185185185,50.252945282230364,-0.4999999999999998,1
1445488472492.4663,25.40476634247053,29.767015289051702,4691870775.888422,1663,0,0,1,0,0,0,0,0,0,0,0,26.879419172546303,1.4622496147919877,37.19055174116994,0.17364817766693041,3
1746798329454.1968,7.9709018762662325,28.62487599152612,6695210961.236464,726,0,1,0,0,0,0,0,0,0,0,0,8.053458476820298,1.0506756756756757,29.34850072507699,0.5000000000000001,1
1865235693730.1924,18.199660851063637,35.01297913472957,10674855778.65182,4620,1,0,0,0,0,0,0,0,0,0,0,18.422505980494957,1.1573976915005246,48.98812482285276,-0.4383711467890775,1
1381086145693.212,7.9709018762662325,39.549443074723456,6276582123.525062,914,0,0,1,0,0,0,0,0,0,0,0,8.34512705130729,1.0235294117647058,35.09657421802671,0.9563047559630357,5
1003531505596.7091,25.283854763515887,24.656195957726737,9684280453.845184,726,0,0,1,0,0,0,0,0,0,0,0,25.692087346816677,1.7105263157894737,30.064460838789337,0.13917310096006547,5
1457217174385.3179,0.0,33.41717314896333,5750417397.335984,1050,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,33.223673078668,0.03489949670250108,3
1401551751823.9834,7.9709018762662325,33.53246689713931,6276582123.525062,849,0,0,1,0,0,0,0,0,0,0,0,8.34512705130729,1.0348837209302326,32.168123766164285,0.7431448254773942,5
1012501878895.2762,15.480717019655401,23.2512995345154,6695210961.236464,495,0,0,1,0,0,1,0,0,0,0,0,16.088465475945245,1.2958904109589042,26.017962880114858,0.9563047559630357,2
2667189781748.0083,16.772796713493438,54.948668721431495,7286826472.291867,2101,1,0,0,0,0,0,0,0,0,0,0,17.085408769556736,1.0449557522123893,46.90694011429586,-0.4999999999999998,4
5006756515874.589,7.9709018762662325,54.587967327643454,8419316157.732058,1722,0,1,0,0,0,0,0,0,0,1,0,8.101023790306437,1.0107913669064748,45.15636404168504,0.17364817766693041,6
1942558027530.7527,20.51813215935694,38.30520708759094,10470703243.95456,904,0,0,1,0,0,0,0,0,0,0,0,20.837065045074368,1.1625740897544454,35.42050371476213,0.5877852522924729,1
1138480568865.2024,0.0,40.35242360853686,3270461864.6669583,939,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,35.42050371476213,0.788010753606722,3
1227249422345.012,22.287345513712676,39.43277862952205,4173320259.0842633,666,0,0,1,0,0,1,0,0,0,0,0,23.604053181511926,1.180094786729858,34.76116952251501,0.30901699437494745,3
1354141657538.3625,22.932716810319114,35.12079466890205,5624409199.664086,1230,0,0,1,0,0,1,0,0,0,0,0,23.826242904590586,1.2520833333333332,36.259815108053694,0.9205048534524399,5
1942558027530.7527,16.31021037259469,16.239541375186562,7286826472.291867,537,0,0,1,0,0,0,0,0,0,0,0,16.726864821033807,1.7407407407407407,24.469537519096026,0.6819983600624985,1
5077104751883.085,9.547407793395507,60.444919049529126,9308728167.680782,3678,1,0,0,0,0,0,0,0,0,1,0,9.611811021982652,1.0117779024116658,53.27458221206314,-0.017452406437283477,6
1851169137450.2258,15.480717019655401,26.285302789368153,8419316157.732058,335,0,0,1,0,0,1,0,0,0,0,0,15.645032267814399,1.2226804123711341,25.618965641633313,-0.27563735581699905,1
4638088340393.123,16.31021037259469,41.40021165014354,5378844186.765656,755,0,1,0,0,0,0,0,0,0,0,1,17.49445255884279,1.084328882642305,35.53642085451899,0.25881904510252074,6
1385614934706.765,22.566579636372406,21.927825869783135,11965710768.305006,598,0,0,1,1,0,0,0,0,0,0,0,23.5686119498152,1.7335423197492164,27.714273687530188,0.30901699437494723,1
996397405976.8859,0.0,39.07973237380567,8766756979.693634,1087,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,35.68987521201461,0.838670567945424,3
1916526973927.939,18.199660851063637,25.622221947160362,9125254955.647264,469,1,0,0,0,0,0,0,0,0,0,0,18.367818698536205,1.3282275711159737,27.042685894137747,0.06975647374412546,1
966492918318.1885,7.9709018762662325,36.320444792738066,11305952341.409304,655,0,0,1,0,0,0,0,0,0,0,0,8.16631513707955,1.0288461538461537,32.07496623875813,0.7071067811865476,5
1965914231605.1575,28.79195729629249,35.57753307691754,6986146236.892291,983,0,1,0,1,0,0,0,0,0,0,0,29.130367796404478,1.394949494949495,35.89616223891909,0.8987940462991671,1
1061964900843.0148,17.22134424824557,30.979019284456392,5750417397.335984,67,0,0,1,0,0,0,0,0,0,0,0,18.570440333668216,1.187938288920056,25.47659124407863,-0.4383711467890775,3
4783069992370.734,21.71624684716647,40.2265233778985,6141666783.295101,1299,1,0,0,0,0,0,0,0,0,0,0,22.075615409609,1.1626506024096386,38.323868929556966,-0.13917310096006535,6
1728055000295.3699,15.480717019655401,24.95905185715702,13621804419.949606,228,0,0,1,0,0,1,0,0,0,0,0,15.976527304943957,1.2511627906976743,23.873219012134186,-0.19080899537654547,1
855022576783.5326,28.372696062598315,26.262027215236447,9876423123.728462,911,0,0,1,0,0,0,0,0,0,0,0,29.23980084903572,1.7830578512396693,32.39883399203808,0.25881904510252113,5
1323197395281.2825,22.84182681776564,35.951767679630464,5624409199.664086,934,0,0,1,0,0,1,0,0,0,0,0,23.173942708175137,1.2364532019704433,34.92678836672919,0.6156614753256585,5
2188696841858.113,11.500786239779327,59.10749112061132,8944608317.389772,2698,0,1,0,0,0,0,0,0,0,0,0,11.678701136517205,1.0177725118483412,50.18475592388612,0.8746197071393957,0
2670861667363.917,0.0,32.69600848563744,8591669878.359886,2137,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,38.81394325811695,0.6427876096865394,4
1019720530147.3763,20.51813215935694,23.92839885650306,9876423123.728462,849,0,0,1,1,0,0,0,0,0,0,0,20.872229465341,1.4923076923076923,29.988992936131375,0.7880107536067216,2
1485651548048.7302,20.41458834233333,24.85867610574564,7440893068.64847,514,0,0,1,0,1,0,0,0,0,0,0,21.162692889202702,1.4460093896713615,27.529266691523162,0.17364817766693041,2
4902581930603.554,16.31021037259469,55.65973290071466,14126233861.42416,2400,1,0,0,0,0,0,0,0,0,0,0,16.46740766498015,1.0411663807890223,48.11474948770171,-1.0,6
2354987065683.1978,0.0,38.681933110806206,12192157867.072481,706,0,1,0,1,0,0,0,0,0,0,0,0.0,1.0,33.2984698976793,-0.8660254037844387,4
2544540017246.3555,18.199660851063637,32.661906226581415,11742550277.55363,1803,1,0,0,0,0,0,1,0,0,0,0,18.38218677644967,1.1856435643564356,37.9289013294286,-0.7071067811865475,0
2623416189336.435,9.547407793395507,42.1878350030342,8591669878.359886,1368,0,1,0,0,0,0,0,0,0,0,0,9.611811021982652,1.028206850235057,38.58922395792174,0.9612616959383189,0
2530388552730.835,0.0,49.01027031217068,9495059436.192888,782,0,1,0,0,0,0,0,0,1,0,0,0.0,1.0,38.69252820807107,-0.08715574274765824,0
2176030716544.935,0.0,41.70111363798931,6986146236.892291,1036,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,36.53331889554905,0.03489949670250108,0
2612555878326.845,0.0,58.58148651138524,9125254955.647264,6009,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,57.99202926696628,0.9455185755993165,0
4885375790788.438,11.500786239779327,46.06649224607249,8249665170.221912,313,0,1,0,0,0,0,0,0,0,0,0,11.579353427375102,1.0325909831613254,35.06838412760683,0.9961946980917455,6
2526859751062.267,21.42401777465709,29.51206169179788,10470703243.95456,1682,1,0,0,0,0,0,1,0,0,0,0,21.640112140416427,1.330188679245283,36.761756043252944,6.123233995736766e-17,0
4783069992370.734,7.9709018762662325,54.18300141443521,15451029673.19797,2612,1,0,0,0,0,0,0,0,0,0,0,8.053458476820298,1.010989010989011,47.919573714649076,-0.9135454576426011,6
2526859751062.267,11.500786239779327,39.52356098330927,8591669878.359886,722,0,1,0,0,0,0,0,0,0,0,0,11.697301077303253,1.0471327572663,34.148707493462126,-0.15643446504023104,4
